Datum;Stromverbrauch [kW];Temperatur [°C];Luftfeuchtigkeit [% r.F.];Globalstrahlung [W/m²]
02.06.2022 00:30;1690;16,35;85;0
02.06.2022 00:45;1690;16,5;84;0
02.06.2022 01:00;1685;16,5;83,5;0
02.06.2022 01:15;1715;16,5;83;0
02.06.2022 01:30;1700;16,4;84,5;0
02.06.2022 01:45;1700;16,3;86;0
02.06.2022 02:00;1690;16,2;87;0
02.06.2022 02:15;1700;16,1;88;0
02.06.2022 02:30;1690;16,1;88;0
02.06.2022 02:45;1665;16,1;88;0
02.06.2022 03:00;1655;16,1;88;0
02.06.2022 03:15;1690;16,1;88;0
02.06.2022 03:30;1695;16,1;88;0
02.06.2022 03:45;1690;16,1;88;0
02.06.2022 04:00;1690;15,75;88;0
02.06.2022 04:15;1690;15,4;88;0
02.06.2022 04:30;1690;15,5;85,5;18
02.06.2022 04:45;1690;15,6;83;36
02.06.2022 05:00;1690;15,85;81,5;68
02.06.2022 05:15;1695;16,1;80;100
02.06.2022 05:30;1670;16,25;80;132,5
02.06.2022 05:45;1660;16,4;80;165
02.06.2022 06:00;1660;16,85;77;211,5
02.06.2022 06:15;1680;17,3;74;258
02.06.2022 06:30;1680;17,5;72,5;301
02.06.2022 06:45;1690;17,7;71;344
02.06.2022 07:00;1690;18,25;68,5;387
02.06.2022 07:15;1690;18,8;66;430
02.06.2022 07:30;1695;18,9;64,5;412
02.06.2022 07:45;1695;19;63;394
02.06.2022 08:00;1700;19,15;62,5;372,5
02.06.2022 08:15;1705;19,3;62;351
02.06.2022 08:30;1700;19,3;62;319
02.06.2022 08:45;1695;19,3;62;287
02.06.2022 09:00;1705;19,7;60,5;523
02.06.2022 09:15;1705;20,1;59;759
02.06.2022 09:30;1705;20,2;57,5;791,5
02.06.2022 09:45;1725;20,3;56;824
02.06.2022 10:00;1745;20,4;54;849
02.06.2022 10:15;1745;20,5;52;874
02.06.2022 10:30;1745;21,1;49;895,5
02.06.2022 10:45;1755;21,7;46;917
02.06.2022 11:00;1725;21,75;46;935
02.06.2022 11:15;1735;21,8;46;953
02.06.2022 11:30;1810;22,2;45,5;971
02.06.2022 11:45;1750;22,6;45;989
02.06.2022 12:00;1745;22,6;45,5;963,5
02.06.2022 12:15;1770;22,6;46;938
02.06.2022 12:30;1740;22,8;46;931
02.06.2022 12:45;1760;23;46;924
02.06.2022 13:00;1770;23,15;45;687,5
02.06.2022 13:15;1775;23,3;44;451
02.06.2022 13:30;1770;23,3;43;462
02.06.2022 13:45;1760;23,3;42;473
02.06.2022 14:00;1755;23,5;40,5;437
02.06.2022 14:15;1750;23,7;39;401
02.06.2022 14:30;1760;23,75;40,5;519,5
02.06.2022 14:45;1755;23,8;42;638
02.06.2022 15:00;1740;23,85;41,5;509
02.06.2022 15:15;1755;23,9;41;380
02.06.2022 15:30;1750;24;40,5;312
02.06.2022 15:45;1750;24,1;40;244
02.06.2022 16:00;1760;23,95;40,5;211,5
02.06.2022 16:15;1755;23,8;41;179
02.06.2022 16:30;1775;23,85;41;179
02.06.2022 16:45;1765;23,9;41;179
02.06.2022 17:00;1765;23,9;41;258
02.06.2022 17:15;1765;23,9;41;337
02.06.2022 17:30;1755;23,9;41;236,5
02.06.2022 17:45;1750;23,9;41;136
02.06.2022 18:00;1760;23,8;41,5;147
02.06.2022 18:15;1765;23,7;42;158
02.06.2022 18:30;1765;23,7;42;172
02.06.2022 18:45;1775;23,7;42;186
02.06.2022 19:00;1780;23,7;42;129
02.06.2022 19:15;1760;23,7;42;72
02.06.2022 19:30;1770;23,45;43;50,5
02.06.2022 19:45;1760;23,2;44;29
02.06.2022 20:00;1745;23,1;44;18
02.06.2022 20:15;1735;23;44;7
02.06.2022 20:30;1730;22,9;44,5;3,5
02.06.2022 20:45;1715;22,8;45;0
02.06.2022 21:00;1730;22,65;45,5;0
02.06.2022 21:15;1745;22,5;46;0
02.06.2022 21:30;1730;22,35;47;0
02.06.2022 21:45;1735;22,2;48;0
02.06.2022 22:00;1730;21,4;54,5;0
02.06.2022 22:15;1730;20,6;61;0
02.06.2022 22:30;1725;20,25;62,5;0
02.06.2022 22:45;1720;19,9;64;0
02.06.2022 23:00;1715;19,95;63,5;0
02.06.2022 23:15;1705;20;63;0
02.06.2022 23:30;1700;19,95;61,5;0
02.06.2022 23:45;1705;19,9;60;0
03.06.2022 00:00;1730;19,55;60,5;0
03.06.2022 00:15;1725;19,2;61;0
03.06.2022 00:30;1725;19,05;60,5;0
03.06.2022 00:45;1730;18,9;60;0
03.06.2022 01:00;1725;18,75;59,5;0
03.06.2022 01:15;1720;18,6;59;0
03.06.2022 01:30;1710;18,45;58;0
03.06.2022 01:45;1725;18,3;57;0
03.06.2022 02:00;1720;18,1;57;0
03.06.2022 02:15;1705;17,9;57;0
03.06.2022 02:30;1710;17,8;57,5;0
03.06.2022 02:45;1720;17,7;58;0
03.06.2022 03:00;1715;17,6;58;0
03.06.2022 03:15;1725;17,5;58;0
03.06.2022 03:30;1725;17,35;58;0
03.06.2022 03:45;1720;17,2;58;0
03.06.2022 04:00;1720;17,2;58,5;0
03.06.2022 04:15;1725;17,2;59;0
03.06.2022 04:30;1725;17,15;59;7
03.06.2022 04:45;1715;17,1;59;14
03.06.2022 05:00;1705;17,05;59,5;25
03.06.2022 05:15;1690;17;60;36
03.06.2022 05:30;1680;17;60,5;97
03.06.2022 05:45;1710;17;61;158
03.06.2022 06:00;1715;17,35;60,5;197
03.06.2022 06:15;1715;17,7;60;236
03.06.2022 06:30;1715;18,15;57,5;283
03.06.2022 06:45;1720;18,6;55;330
03.06.2022 07:00;1710;19,55;51;376,5
03.06.2022 07:15;1710;20,5;47;423
03.06.2022 07:30;1705;21;46,5;466
03.06.2022 07:45;1715;21,5;46;509
03.06.2022 08:00;1720;22,25;44;552
03.06.2022 08:15;1725;23;42;595
03.06.2022 08:30;1725;23,1;41;630,5
03.06.2022 08:45;1730;23,2;40;666
03.06.2022 09:00;1750;23,65;39;702
03.06.2022 09:15;1745;24,1;38;738
03.06.2022 09:30;1755;24,2;37;770
03.06.2022 09:45;1745;24,3;36;802
03.06.2022 10:00;1750;24,45;36,5;827
03.06.2022 10:15;1745;24,6;37;852
03.06.2022 10:30;1740;24,75;36;873,5
03.06.2022 10:45;1750;24,9;35;895
03.06.2022 11:00;1765;25,4;36,5;906
03.06.2022 11:15;1760;25,9;38;917
03.06.2022 11:30;1770;26;39,5;927,5
03.06.2022 11:45;1770;26,1;41;938
03.06.2022 12:00;1770;26,2;42;931
03.06.2022 12:15;1755;26,3;43;924
03.06.2022 12:30;1750;26,65;42;935
03.06.2022 12:45;1755;27;41;946
03.06.2022 13:00;1750;27,1;41;935
03.06.2022 13:15;1750;27,2;41;924
03.06.2022 13:30;1765;27,25;42;906
03.06.2022 13:45;1745;27,3;43;888
03.06.2022 14:00;1720;27,95;42;859,5
03.06.2022 14:15;1690;28,6;41;831
03.06.2022 14:30;1715;28,75;41;802,5
03.06.2022 14:45;1750;28,9;41;774
03.06.2022 15:00;1750;29,15;40,5;734,5
03.06.2022 15:15;1750;29,4;40;695
03.06.2022 15:30;1755;29,25;40;673,5
03.06.2022 15:45;1755;29,1;40;652
03.06.2022 16:00;1750;28,95;41;566
03.06.2022 16:15;1755;28,8;42;480
03.06.2022 16:30;1760;28,6;42,5;426
03.06.2022 16:45;1745;28,4;43;372
03.06.2022 17:00;1755;28,25;43,5;300,5
03.06.2022 17:15;1750;28,1;44;229
03.06.2022 17:30;1765;27,95;44;193,5
03.06.2022 17:45;1755;27,8;44;158
03.06.2022 18:00;1755;27,6;45,5;132,5
03.06.2022 18:15;1765;27,4;47;107
03.06.2022 18:30;1750;27,15;48;82
03.06.2022 18:45;1760;26,9;49;57
03.06.2022 19:00;1745;26,65;50,5;43
03.06.2022 19:15;1745;26,4;52;29
03.06.2022 19:30;1735;26,15;53;18
03.06.2022 19:45;1730;25,9;54;7
03.06.2022 20:00;1730;25,7;54,5;3,5
03.06.2022 20:15;1720;25,5;55;0
03.06.2022 20:30;1730;25,3;56,5;0
03.06.2022 20:45;1725;25,1;58;0
03.06.2022 21:00;1745;24,9;59;0
03.06.2022 21:15;1735;24,7;60;0
03.06.2022 21:30;1735;24,6;60,5;0
03.06.2022 21:45;1730;24,5;61;0
03.06.2022 22:00;1730;24,4;62;0
03.06.2022 22:15;1735;24,3;63;0
03.06.2022 22:30;1730;24,2;63,5;0
03.06.2022 22:45;1730;24,1;64;0
03.06.2022 23:00;1705;24;65;0
03.06.2022 23:15;1700;23,9;66;0
03.06.2022 23:30;1725;23,8;66,5;0
03.06.2022 23:45;1725;23,7;67;0
04.06.2022 00:00;1735;23,5;66;0
04.06.2022 00:15;1730;23,3;65;0
04.06.2022 00:30;1735;22,85;65;0
04.06.2022 00:45;1725;22,4;65;0
04.06.2022 01:00;1730;21,95;68;0
04.06.2022 01:15;1730;21,5;71;0
04.06.2022 01:30;1725;21,35;71,5;0
04.06.2022 01:45;1715;21,2;72;0
04.06.2022 02:00;1710;21,15;72;0
04.06.2022 02:15;1715;21,1;72;0
04.06.2022 02:30;1730;20,95;72;0
04.06.2022 02:45;1730;20,8;72;0
04.06.2022 03:00;1725;20,7;72;0
04.06.2022 03:15;1730;20,6;72;0
04.06.2022 03:30;1725;20,6;71,5;0
04.06.2022 03:45;1720;20,6;71;0
04.06.2022 04:00;1715;20,5;71,5;0
04.06.2022 04:15;1715;20,4;72;0
04.06.2022 04:30;1705;20,45;72;7
04.06.2022 04:45;1700;20,5;72;14
04.06.2022 05:00;1695;20,5;71,5;35,5
04.06.2022 05:15;1700;20,5;71;57
04.06.2022 05:30;1700;20,65;70,5;103,5
04.06.2022 05:45;1685;20,8;70;150
04.06.2022 06:00;1675;21,1;68,5;222
04.06.2022 06:15;1675;21,4;67;294
04.06.2022 06:30;1675;21,9;65;354,5
04.06.2022 06:45;1695;22,4;63;415
04.06.2022 07:00;1685;22,65;62;458
04.06.2022 07:15;1680;22,9;61;501
04.06.2022 07:30;1685;23,5;59;501
04.06.2022 07:45;1660;24,1;57;501
04.06.2022 08:00;1660;24;57;533,5
04.06.2022 08:15;1685;23,9;57;566
04.06.2022 08:30;1695;24,2;57;616
04.06.2022 08:45;1695;24,5;57;666
04.06.2022 09:00;1710;24,8;55,5;702
04.06.2022 09:15;1715;25,1;54;738
04.06.2022 09:30;1715;25,3;54;802,5
04.06.2022 09:45;1725;25,5;54;867
04.06.2022 10:00;1730;25,7;53;820,5
04.06.2022 10:15;1735;25,9;52;774
04.06.2022 10:30;1725;26,05;50,5;834,5
04.06.2022 10:45;1720;26,2;49;895
04.06.2022 11:00;1725;26,6;46;916,5
04.06.2022 11:15;1730;27;43;938
04.06.2022 11:30;1735;27,05;44;945,5
04.06.2022 11:45;1725;27,1;45;953
04.06.2022 12:00;1730;27,55;43,5;956,5
04.06.2022 12:15;1730;28;42;960
04.06.2022 12:30;1730;28,05;41,5;956,5
04.06.2022 12:45;1725;28,1;41;953
04.06.2022 13:00;1720;28,4;41;938,5
04.06.2022 13:15;1725;28,7;41;924
04.06.2022 13:30;1710;28,95;40;917
04.06.2022 13:45;1715;29,2;39;910
04.06.2022 14:00;1710;29,6;39;881
04.06.2022 14:15;1720;30;39;852
04.06.2022 14:30;1700;29,55;40;684
04.06.2022 14:45;1710;29,1;41;516
04.06.2022 15:00;1710;28,65;43;390,5
04.06.2022 15:15;1710;28,2;45;265
04.06.2022 15:30;1710;28,3;43;404,5
04.06.2022 15:45;1705;28,4;41;544
04.06.2022 16:00;1705;28,15;43,5;526,5
04.06.2022 16:15;1700;27,9;46;509
04.06.2022 16:30;1690;28,1;44;423
04.06.2022 16:45;1680;28,3;42;337
04.06.2022 17:00;1685;27,35;46,5;272,5
04.06.2022 17:15;1695;26,4;51;208
04.06.2022 17:30;1735;25;54;301
04.06.2022 17:45;1730;23,6;57;394
04.06.2022 18:00;1720;24,1;54;308
04.06.2022 18:15;1705;24,6;51;222
04.06.2022 18:30;1710;25,15;48;182,5
04.06.2022 18:45;1720;25,7;45;143
04.06.2022 19:00;1720;25,75;45,5;82
04.06.2022 19:15;1720;25,8;46;21
04.06.2022 19:30;1695;25,7;46,5;14
04.06.2022 19:45;1710;25,6;47;7
04.06.2022 20:00;1710;25;51,5;3,5
04.06.2022 20:15;1695;24,4;56;0
04.06.2022 20:30;1700;22,8;70;0
04.06.2022 20:45;1715;21,2;84;0
04.06.2022 21:00;1710;21,2;83;0
04.06.2022 21:15;1710;21,2;82;0
04.06.2022 21:30;1700;21,25;81,5;0
04.06.2022 21:45;1675;21,3;81;0
04.06.2022 22:00;1695;21,25;81;0
04.06.2022 22:15;1700;21,2;81;0
04.06.2022 22:30;1690;20,9;81;0
04.06.2022 22:45;1685;20,6;81;0
04.06.2022 23:00;1705;20,45;81,5;0
04.06.2022 23:15;1710;20,3;82;0
04.06.2022 23:30;1710;20,2;82;0
04.06.2022 23:45;1715;20,1;82;0
05.06.2022 00:00;1700;20;81,5;0
05.06.2022 00:15;1710;19,9;81;0
05.06.2022 00:30;1705;19,8;81,5;0
05.06.2022 00:45;1705;19,7;82;0
05.06.2022 01:00;1680;19,75;82;0
05.06.2022 01:15;1690;19,8;82;0
05.06.2022 01:30;1680;19,8;81,5;0
05.06.2022 01:45;1685;19,8;81;0
05.06.2022 02:00;1680;19,8;81;0
05.06.2022 02:15;1655;19,8;81;0
05.06.2022 02:30;1645;19,75;81;0
05.06.2022 02:45;1645;19,7;81;0
05.06.2022 03:00;1655;19,6;80;0
05.06.2022 03:15;1655;19,5;79;0
05.06.2022 03:30;1650;19,4;79;0
05.06.2022 03:45;1650;19,3;79;0
05.06.2022 04:00;1655;19,2;79,5;3,5
05.06.2022 04:15;1645;19,1;80;7
05.06.2022 04:30;1635;19,05;80;21,5
05.06.2022 04:45;1645;19;80;36
05.06.2022 05:00;1640;19;79,5;64,5
05.06.2022 05:15;1645;19;79;93
05.06.2022 05:30;1640;19,05;78,5;129
05.06.2022 05:45;1640;19,1;78;165
05.06.2022 06:00;1650;19,1;78;204,5
05.06.2022 06:15;1655;19,1;78;244
05.06.2022 06:30;1645;19,2;77,5;287
05.06.2022 06:45;1635;19,3;77;330
05.06.2022 07:00;1640;19,9;75;376,5
05.06.2022 07:15;1630;20,5;73;423
05.06.2022 07:30;1630;21,05;69,5;458,5
05.06.2022 07:45;1625;21,6;66;494
05.06.2022 08:00;1640;21,8;65,5;566
05.06.2022 08:15;1650;22;65;638
05.06.2022 08:30;1645;21,95;64,5;652
05.06.2022 08:45;1645;21,9;64;666
05.06.2022 09:00;1625;22,2;62,5;694,5
05.06.2022 09:15;1635;22,5;61;723
05.06.2022 09:30;1650;22,5;60;759
05.06.2022 09:45;1645;22,5;59;795
05.06.2022 10:00;1645;22,55;60;806
05.06.2022 10:15;1645;22,6;61;817
05.06.2022 10:30;1645;23;59;813
05.06.2022 10:45;1645;23,4;57;809
05.06.2022 11:00;1650;23,8;56;859,5
05.06.2022 11:15;1665;24,2;55;910
05.06.2022 11:30;1660;24,45;52,5;928
05.06.2022 11:45;1675;24,7;50;946
05.06.2022 12:00;1670;25;49,5;953
05.06.2022 12:15;1670;25,3;49;960
05.06.2022 12:30;1675;25,6;48;935
05.06.2022 12:45;1675;25,9;47;910
05.06.2022 13:00;1670;26,15;47,5;924
05.06.2022 13:15;1675;26,4;48;938
05.06.2022 13:30;1660;26,55;48;626,5
05.06.2022 13:45;1665;26,7;48;315
05.06.2022 14:00;1670;27;46;351
05.06.2022 14:15;1680;27,3;44;387
05.06.2022 14:30;1680;27,25;43;469,5
05.06.2022 14:45;1675;27,2;42;552
05.06.2022 15:00;1680;27,6;41,5;426,5
05.06.2022 15:15;1685;28;41;301
05.06.2022 15:30;1690;27,85;42,5;258
05.06.2022 15:45;1680;27,7;44;215
05.06.2022 16:00;1675;27,6;45;369
05.06.2022 16:15;1675;27,5;46;523
05.06.2022 16:30;1665;27,3;46;304,5
05.06.2022 16:45;1675;27,1;46;86
05.06.2022 17:00;1680;27,25;45,5;129
05.06.2022 17:15;1695;27,4;45;172
05.06.2022 17:30;1675;27,25;46;122
05.06.2022 17:45;1675;27,1;47;72
05.06.2022 18:00;1675;27,05;48;107,5
05.06.2022 18:15;1675;27;49;143
05.06.2022 18:30;1670;26,95;50,5;111
05.06.2022 18:45;1670;26,9;52;79
05.06.2022 19:00;1675;26,7;54;46,5
05.06.2022 19:15;1655;26,5;56;14
05.06.2022 19:30;1670;26,2;58,5;7
05.06.2022 19:45;1660;25,9;61;0
05.06.2022 20:00;1665;25,75;62;0
05.06.2022 20:15;1670;25,6;63;0
05.06.2022 20:30;1670;25,35;62,5;0
05.06.2022 20:45;1665;25,1;62;0
05.06.2022 21:00;1660;24,95;61,5;0
05.06.2022 21:15;1675;24,8;61;0
05.06.2022 21:30;1675;23,5;62;0
05.06.2022 21:45;1675;22,2;63;0
05.06.2022 22:00;1660;20,35;73,5;0
05.06.2022 22:15;1660;18,5;84;0
05.06.2022 22:30;1660;18,3;84,5;0
05.06.2022 22:45;1660;18,1;85;0
05.06.2022 23:00;1660;18,15;84;0
05.06.2022 23:15;1660;18,2;83;0
05.06.2022 23:30;1655;18,25;82,5;0
05.06.2022 23:45;1650;18,3;82;0
06.06.2022 00:00;1640;18,2;82,5;0
06.06.2022 00:15;1640;18,1;83;0
06.06.2022 00:30;1635;18,05;82,5;0
06.06.2022 00:45;1630;18;82;0
06.06.2022 01:00;1640;17,95;83;0
06.06.2022 01:15;1615;17,9;84;0
06.06.2022 01:30;1615;17,8;84,5;0
06.06.2022 01:45;1620;17,7;85;0
06.06.2022 02:00;1625;17,7;84,5;0
06.06.2022 02:15;1630;17,7;84;0
06.06.2022 02:30;1620;17,65;85;0
06.06.2022 02:45;1625;17,6;86;0
06.06.2022 03:00;1625;17,7;85;0
06.06.2022 03:15;1625;17,8;84;0
06.06.2022 03:30;1625;17,8;84;0
06.06.2022 03:45;1625;17,8;84;0
06.06.2022 04:00;1620;17,7;84;0
06.06.2022 04:15;1625;17,6;84;0
06.06.2022 04:30;1620;17,65;84;7
06.06.2022 04:45;1620;17,7;84;14
06.06.2022 05:00;1620;17,85;82,5;32
06.06.2022 05:15;1625;18;81;50
06.06.2022 05:30;1625;18,1;79,5;46,5
06.06.2022 05:45;1620;18,2;78;43
06.06.2022 06:00;1615;18,3;78;36
06.06.2022 06:15;1605;18,4;78;29
06.06.2022 06:30;1610;18,4;78;46,5
06.06.2022 06:45;1610;18,4;78;64
06.06.2022 07:00;1605;18,4;78,5;57
06.06.2022 07:15;1610;18,4;79;50
06.06.2022 07:30;1625;18,6;77,5;107,5
06.06.2022 07:45;1620;18,8;76;165
06.06.2022 08:00;1605;19,35;73,5;340,5
06.06.2022 08:15;1615;19,9;71;516
06.06.2022 08:30;1615;20,25;68,5;476,5
06.06.2022 08:45;1600;20,6;66;437
06.06.2022 09:00;1605;20,85;65;523
06.06.2022 09:15;1600;21,1;64;609
06.06.2022 09:30;1620;21,45;62;573
06.06.2022 09:45;1620;21,8;60;537
06.06.2022 10:00;1620;22,1;58,5;666
06.06.2022 10:15;1635;22,4;57;795
06.06.2022 10:30;1620;22,75;56;823,5
06.06.2022 10:45;1635;23,1;55;852
06.06.2022 11:00;1655;22,95;55,5;909,5
06.06.2022 11:15;1655;22,8;56;967
06.06.2022 11:30;1655;23,1;55,5;698,5
06.06.2022 11:45;1665;23,4;55;430
06.06.2022 12:00;1655;23,55;54;745
06.06.2022 12:15;1655;23,7;53;1060
06.06.2022 12:30;1645;23,9;52,5;727
06.06.2022 12:45;1640;24,1;52;394
06.06.2022 13:00;1635;24,5;50;541
06.06.2022 13:15;1640;24,9;48;688
06.06.2022 13:30;1650;25,25;46,5;799
06.06.2022 13:45;1650;25,6;45;910
06.06.2022 14:00;1645;25,5;46;924
06.06.2022 14:15;1655;25,4;47;938
06.06.2022 14:30;1640;25,6;47;705,5
06.06.2022 14:45;1625;25,8;47;473
06.06.2022 15:00;1620;25,85;46;569,5
06.06.2022 15:15;1615;25,9;45;666
06.06.2022 15:30;1600;26,45;43,5;644,5
06.06.2022 15:45;1605;27;42;623
06.06.2022 16:00;1600;26,75;42;587,5
06.06.2022 16:15;1605;26,5;42;552
06.06.2022 16:30;1615;26,35;42;534
06.06.2022 16:45;1605;26,2;42;516
06.06.2022 17:00;1600;26,25;42;444
06.06.2022 17:15;1595;26,3;42;372
06.06.2022 17:30;1605;26,2;42,5;347
06.06.2022 17:45;1600;26,1;43;322
06.06.2022 18:00;1615;26,05;43,5;279
06.06.2022 18:15;1610;26;44;236
06.06.2022 18:30;1605;25,85;45;197
06.06.2022 18:45;1605;25,7;46;158
06.06.2022 19:00;1610;25,55;47;104
06.06.2022 19:15;1610;25,4;48;50
06.06.2022 19:30;1605;25,15;48,5;35,5
06.06.2022 19:45;1605;24,9;49;21
06.06.2022 20:00;1605;24,6;51;10,5
06.06.2022 20:15;1590;24,3;53;0
06.06.2022 20:30;1575;24,1;54,5;0
06.06.2022 20:45;1575;23,9;56;0
06.06.2022 21:00;1585;23,75;56,5;0
06.06.2022 21:15;1580;23,6;57;0
06.06.2022 21:30;1585;23,45;58;0
06.06.2022 21:45;1600;23,3;59;0
06.06.2022 22:00;1630;22,95;61,5;0
06.06.2022 22:15;1655;22,6;64;0
06.06.2022 22:30;1650;22,2;66;0
06.06.2022 22:45;1660;21,8;68;0
06.06.2022 23:00;1660;21,55;69;0
06.06.2022 23:15;1635;21,3;70;0
06.06.2022 23:30;1670;21;71;0
06.06.2022 23:45;1665;20,7;72;0
07.06.2022 00:00;1655;20,4;73;0
07.06.2022 00:15;1645;20,1;74;0
07.06.2022 00:30;1645;19,95;74,5;0
07.06.2022 00:45;1635;19,8;75;0
07.06.2022 01:00;1640;19,6;75,5;0
07.06.2022 01:15;1640;19,4;76;0
07.06.2022 01:30;1630;19,2;77;0
07.06.2022 01:45;1635;19;78;0
07.06.2022 02:00;1615;18,9;78;0
07.06.2022 02:15;1610;18,8;78;0
07.06.2022 02:30;1605;18,65;78,5;0
07.06.2022 02:45;1590;18,5;79;0
07.06.2022 03:00;1590;18,3;79,5;0
07.06.2022 03:15;1585;18,1;80;0
07.06.2022 03:30;1580;18;80;0
07.06.2022 03:45;1560;17,9;80;0
07.06.2022 04:00;1580;17,85;80;0
07.06.2022 04:15;1575;17,8;80;0
07.06.2022 04:30;1575;17,85;79,5;18
07.06.2022 04:45;1575;17,9;79;36
07.06.2022 05:00;1555;18,15;78,5;57,5
07.06.2022 05:15;1565;18,4;78;79
07.06.2022 05:30;1570;18,5;79;125,5
07.06.2022 05:45;1565;18,6;80;172
07.06.2022 06:00;1565;18,95;79;204
07.06.2022 06:15;1570;19,3;78;236
07.06.2022 06:30;1580;19,4;77,5;283
07.06.2022 06:45;1565;19,5;77;330
07.06.2022 07:00;1575;20,3;73,5;383,5
07.06.2022 07:15;1575;21,1;70;437
07.06.2022 07:30;1605;21,6;68;408,5
07.06.2022 07:45;1605;22,1;66;380
07.06.2022 08:00;1590;22,25;65;437
07.06.2022 08:15;1580;22,4;64;494
07.06.2022 08:30;1575;22,85;62,5;562
07.06.2022 08:45;1580;23,3;61;630
07.06.2022 09:00;1590;23,6;59;540,5
07.06.2022 09:15;1610;23,9;57;451
07.06.2022 09:30;1620;23,95;56;483,5
07.06.2022 09:45;1575;24;55;516
07.06.2022 10:00;1625;23,7;54;609
07.06.2022 10:15;1625;23,4;53;702
07.06.2022 10:30;1620;23,45;53,5;727
07.06.2022 10:45;1625;23,5;54;752
07.06.2022 11:00;1650;23,95;53,5;770
07.06.2022 11:15;1650;24,4;53;788
07.06.2022 11:30;1675;24,7;54;734,5
07.06.2022 11:45;1680;25;55;681
07.06.2022 12:00;1695;24,9;54,5;824
07.06.2022 12:15;1700;24,8;54;967
07.06.2022 12:30;1690;24,65;53,5;573
07.06.2022 12:45;1685;24,5;53;179
07.06.2022 13:00;1710;24;56;157,5
07.06.2022 13:15;1695;23,5;59;136
07.06.2022 13:30;1705;22,5;65;96,5
07.06.2022 13:45;1700;21,5;71;57
07.06.2022 14:00;1700;20,8;75,5;89,5
07.06.2022 14:15;1710;20,1;80;122
07.06.2022 14:30;1700;20,05;81;122
07.06.2022 14:45;1700;20;82;122
07.06.2022 15:00;1690;19,7;83;93
07.06.2022 15:15;1675;19,4;84;64
07.06.2022 15:30;1675;19,3;84,5;71,5
07.06.2022 15:45;1675;19,2;85;79
07.06.2022 16:00;1695;19,35;84,5;79
07.06.2022 16:15;1705;19,5;84;79
07.06.2022 16:30;1690;19,25;83,5;54
07.06.2022 16:45;1700;19;83;29
07.06.2022 17:00;1695;18,8;84,5;29
07.06.2022 17:15;1695;18,6;86;29
07.06.2022 17:30;1685;18,4;85,5;32,5
07.06.2022 17:45;1695;18,2;85;36
07.06.2022 18:00;1690;18,15;84,5;28,5
07.06.2022 18:15;1700;18,1;84;21
07.06.2022 18:30;1685;18;83,5;21
07.06.2022 18:45;1680;17,9;83;21
07.06.2022 19:00;1680;17,9;83;17,5
07.06.2022 19:15;1675;17,9;83;14
07.06.2022 19:30;1670;17,85;83,5;7
07.06.2022 19:45;1660;17,8;84;0
07.06.2022 20:00;1675;17,7;83,5;0
07.06.2022 20:15;1675;17,6;83;0
07.06.2022 20:30;1660;17,45;83,5;0
07.06.2022 20:45;1670;17,3;84;0
07.06.2022 21:00;1665;17,35;84;0
07.06.2022 21:15;1660;17,4;84;0
07.06.2022 21:30;1675;17,4;84;0
07.06.2022 21:45;1640;17,4;84;0
07.06.2022 22:00;1650;17,4;83,5;0
07.06.2022 22:15;1675;17,4;83;0
07.06.2022 22:30;1650;17,35;83,5;0
07.06.2022 22:45;1675;17,3;84;0
07.06.2022 23:00;1660;17,3;84;0
07.06.2022 23:15;1660;17,3;84;0
07.06.2022 23:30;1675;17,3;84;0
07.06.2022 23:45;1660;17,3;84;0
08.06.2022 00:00;1665;17,2;85;0
08.06.2022 00:15;1665;17,1;86;0
08.06.2022 00:30;1640;16,95;86;0
08.06.2022 00:45;1655;16,8;86;0
08.06.2022 01:00;1650;16,6;87;0
08.06.2022 01:15;1650;16,4;88;0
08.06.2022 01:30;1640;16,35;88;0
08.06.2022 01:45;1635;16,3;88;0
08.06.2022 02:00;1650;16,25;88;0
08.06.2022 02:15;1640;16,2;88;0
08.06.2022 02:30;1620;16,2;87,5;0
08.06.2022 02:45;1645;16,2;87;0
08.06.2022 03:00;1610;16,15;86,5;0
08.06.2022 03:15;1635;16,1;86;0
08.06.2022 03:30;1610;16,1;85,5;0
08.06.2022 03:45;1620;16,1;85;0
08.06.2022 04:00;1625;16,2;84,5;0
08.06.2022 04:15;1615;16,3;84;0
08.06.2022 04:30;1630;16,35;83,5;7
08.06.2022 04:45;1610;16,4;83;14
08.06.2022 05:00;1625;16,55;82;17,5
08.06.2022 05:15;1625;16,7;81;21
08.06.2022 05:30;1605;16,8;81;32
08.06.2022 05:45;1610;16,9;81;43
08.06.2022 06:00;1600;17,1;80;82,5
08.06.2022 06:15;1610;17,3;79;122
08.06.2022 06:30;1600;17,4;78;125,5
08.06.2022 06:45;1590;17,5;77;129
08.06.2022 07:00;1610;17,65;76,5;143,5
08.06.2022 07:15;1605;17,8;76;158
08.06.2022 07:30;1615;18,15;74,5;247,5
08.06.2022 07:45;1615;18,5;73;337
08.06.2022 08:00;1615;18,75;71;397,5
08.06.2022 08:15;1630;19;69;458
08.06.2022 08:30;1625;19,3;69;454,5
08.06.2022 08:45;1620;19,6;69;451
08.06.2022 09:00;1640;19,65;68;530
08.06.2022 09:15;1605;19,7;67;609
08.06.2022 09:30;1610;19,8;66,5;487
08.06.2022 09:45;1635;19,9;66;365
08.06.2022 10:00;1635;20,2;63;351
08.06.2022 10:15;1655;20,5;60;337
