Datum;Stromverbrauch [kW];Temperatur [°C];Luftfeuchtigkeit [% r.F.];Globalstrahlung [W/m²]
07.01.2022 11:45;1045;2,4;55;372
07.01.2022 12:00;1045;2,4;53,5;361,5
07.01.2022 12:15;1045;2,4;52;351
07.01.2022 12:30;1050;2,45;52,5;336,5
07.01.2022 12:45;1040;2,5;53;322
07.01.2022 13:00;1050;2,75;52;300,5
07.01.2022 13:15;1065;3;51;279
07.01.2022 13:30;1065;2,85;51;254
07.01.2022 13:45;1065;2,7;51;229
07.01.2022 14:00;1065;2,55;51,5;197
07.01.2022 14:15;1065;2,4;52;165
07.01.2022 14:30;1075;2,45;50,5;129
07.01.2022 14:45;1065;2,5;49;93
07.01.2022 15:00;1060;2,35;48;61
07.01.2022 15:15;1055;2,2;47;29
07.01.2022 15:30;1060;2;48;14,5
07.01.2022 15:45;1060;1,8;49;0
07.01.2022 16:00;1065;1,6;50;0
07.01.2022 16:15;1065;1,4;51;0
07.01.2022 16:30;1060;1,15;52,5;0
07.01.2022 16:45;1065;0,9;54;0
07.01.2022 17:00;1065;0,7;55,5;0
07.01.2022 17:15;1065;0,5;57;0
07.01.2022 17:30;1070;0,4;57,5;0
07.01.2022 17:45;1075;0,3;58;0
07.01.2022 18:00;1075;0,2;58,5;0
07.01.2022 18:15;1070;0,1;59;0
07.01.2022 18:30;1065;0,05;59;0
07.01.2022 18:45;1055;0;59;0
07.01.2022 19:00;1040;-0,05;59,5;0
07.01.2022 19:15;1035;-0,1;60;0
07.01.2022 19:30;1040;-0,2;60,5;0
07.01.2022 19:45;1045;-0,3;61;0
07.01.2022 20:00;1040;-0,4;62;0
07.01.2022 20:15;1065;-0,5;63;0
07.01.2022 20:30;1060;-0,55;63;0
07.01.2022 20:45;1070;-0,6;63;0
07.01.2022 21:00;1070;-0,75;63,5;0
07.01.2022 21:15;1060;-0,9;64;0
07.01.2022 21:30;1060;-1;64,5;0
07.01.2022 21:45;1055;-1,1;65;0
07.01.2022 22:00;1060;-1,15;64,5;0
07.01.2022 22:15;1060;-1,2;64;0
07.01.2022 22:30;1050;-1,2;64;0
07.01.2022 22:45;1045;-1,2;64;0
07.01.2022 23:00;1045;-1,2;63,5;0
07.01.2022 23:15;1035;-1,2;63;0
07.01.2022 23:30;1040;-1,35;63,5;0
07.01.2022 23:45;1045;-1,5;64;0
08.01.2022 00:00;1040;-1,6;64;0
08.01.2022 00:15;1045;-1,7;64;0
08.01.2022 00:30;1045;-1,65;64;0
08.01.2022 00:45;1050;-1,6;64;0
08.01.2022 01:00;1040;-1,5;64;0
08.01.2022 01:15;1035;-1,4;64;0
08.01.2022 01:30;1035;-1,25;62,5;0
08.01.2022 01:45;1045;-1,1;61;0
08.01.2022 02:00;1035;-1,1;61,5;0
08.01.2022 02:15;1040;-1,1;62;0
08.01.2022 02:30;1030;-1,3;62,5;0
08.01.2022 02:45;1025;-1,5;63;0
08.01.2022 03:00;1020;-1,45;62,5;0
08.01.2022 03:15;1020;-1,4;62;0
08.01.2022 03:30;1030;-1,4;62,5;0
08.01.2022 03:45;1030;-1,4;63;0
08.01.2022 04:00;1035;-1,3;62,5;0
08.01.2022 04:15;1035;-1,2;62;0
08.01.2022 04:30;1035;-1,25;62,5;0
08.01.2022 04:45;1020;-1,3;63;0
08.01.2022 05:00;1020;-1,25;63,5;0
08.01.2022 05:15;1025;-1,2;64;0
08.01.2022 05:30;1035;-1,3;65;0
08.01.2022 05:45;1030;-1,4;66;0
08.01.2022 06:00;1030;-1,45;67,5;0
08.01.2022 06:15;1025;-1,5;69;0
08.01.2022 06:30;1015;-1,55;70,5;0
08.01.2022 06:45;1015;-1,6;72;0
08.01.2022 07:00;1020;-1,55;71,5;3,5
08.01.2022 07:15;1030;-1,5;71;7
08.01.2022 07:30;1025;-1,55;72;14
08.01.2022 07:45;1020;-1,6;73;21
08.01.2022 08:00;1015;-1,6;73;39
08.01.2022 08:15;1010;-1,6;73;57
08.01.2022 08:30;1005;-1,5;72,5;96,5
08.01.2022 08:45;1005;-1,4;72;136
08.01.2022 09:00;1010;-1,2;71,5;161
08.01.2022 09:15;1020;-1;71;186
08.01.2022 09:30;1010;-0,65;69,5;150,5
08.01.2022 09:45;1010;-0,3;68;115
08.01.2022 10:00;1010;-0,2;66,5;122
08.01.2022 10:15;1000;-0,1;65;129
08.01.2022 10:30;1005;0;65;125,5
08.01.2022 10:45;1015;0,1;65;122
08.01.2022 11:00;1020;0,2;65,5;111
08.01.2022 11:15;1015;0,3;66;100
08.01.2022 11:30;1020;0,45;66;143
08.01.2022 11:45;1020;0,6;66;186
08.01.2022 12:00;1010;0,6;66;211
08.01.2022 12:15;1010;0,6;66;236
08.01.2022 12:30;1035;0,85;65;286,5
08.01.2022 12:45;1055;1,1;64;337
08.01.2022 13:00;1045;1,25;63;304,5
08.01.2022 13:15;1050;1,4;62;272
08.01.2022 13:30;1055;1,4;62,5;186
08.01.2022 13:45;1055;1,4;63;100
08.01.2022 14:00;1050;1,5;63;111
08.01.2022 14:15;1050;1,6;63;122
08.01.2022 14:30;1050;1,45;63,5;75,5
08.01.2022 14:45;1030;1,3;64;29
08.01.2022 15:00;1040;1,4;64;18
08.01.2022 15:15;1040;1,5;64;7
08.01.2022 15:30;1040;1,55;64,5;3,5
08.01.2022 15:45;1035;1,6;65;0
08.01.2022 16:00;1030;1,75;65;0
08.01.2022 16:15;1040;1,9;65;0
08.01.2022 16:30;1035;2,8;65,5;0
08.01.2022 16:45;1040;3,7;66;0
08.01.2022 17:00;1045;3,6;65,5;0
08.01.2022 17:15;1045;3,5;65;0
08.01.2022 17:30;1045;3,4;64,5;0
08.01.2022 17:45;1065;3,3;64;0
08.01.2022 18:00;1080;3,4;62,5;0
08.01.2022 18:15;1075;3,5;61;0
08.01.2022 18:30;1080;3,6;60;0
08.01.2022 18:45;1070;3,7;59;0
08.01.2022 19:00;1085;3,75;58,5;0
08.01.2022 19:15;1075;3,8;58;0
08.01.2022 19:30;1070;3,8;57,5;0
08.01.2022 19:45;1065;3,8;57;0
08.01.2022 20:00;1055;3,75;57;0
08.01.2022 20:15;1065;3,7;57;0
08.01.2022 20:30;1080;3,6;57;0
08.01.2022 20:45;1080;3,5;57;0
08.01.2022 21:00;1080;3,4;58;0
08.01.2022 21:15;1075;3,3;59;0
08.01.2022 21:30;1075;3,05;60,5;0
08.01.2022 21:45;1065;2,8;62;0
08.01.2022 22:00;1060;2,7;63,5;0
08.01.2022 22:15;1075;2,6;65;0
08.01.2022 22:30;1055;2,55;66;0
08.01.2022 22:45;1060;2,5;67;0
08.01.2022 23:00;1060;2;68,5;0
08.01.2022 23:15;1055;1,5;70;0
08.01.2022 23:30;1055;1,1;70,5;0
08.01.2022 23:45;1060;0,7;71;0
09.01.2022 00:00;1055;0,6;71;0
09.01.2022 00:15;1060;0,5;71;0
09.01.2022 00:30;1050;0,4;69,5;0
09.01.2022 00:45;1050;0,3;68;0
09.01.2022 01:00;1050;0,2;68;0
09.01.2022 01:15;1040;0,1;68;0
09.01.2022 01:30;1040;-0,1;68;0
09.01.2022 01:45;1045;-0,3;68;0
09.01.2022 02:00;1045;-0,55;68;0
09.01.2022 02:15;1045;-0,8;68;0
09.01.2022 02:30;1040;-1,3;71;0
09.01.2022 02:45;1040;-1,8;74;0
09.01.2022 03:00;1055;-1,85;74,5;0
09.01.2022 03:15;1070;-1,9;75;0
09.01.2022 03:30;1055;-2,05;76;0
09.01.2022 03:45;1045;-2,2;77;0
09.01.2022 04:00;1060;-2,25;78;0
09.01.2022 04:15;1055;-2,3;79;0
09.01.2022 04:30;1060;-2,5;78,5;0
09.01.2022 04:45;1055;-2,7;78;0
09.01.2022 05:00;1055;-2,6;77;0
09.01.2022 05:15;1060;-2,5;76;0
09.01.2022 05:30;1060;-2,6;76,5;0
09.01.2022 05:45;1055;-2,7;77;0
09.01.2022 06:00;1045;-2,7;77;0
09.01.2022 06:15;1045;-2,7;77;0
09.01.2022 06:30;1050;-2,7;77;0
09.01.2022 06:45;1050;-2,7;77;0
09.01.2022 07:00;1050;-2,75;77,5;7
09.01.2022 07:15;1045;-2,8;78;14
09.01.2022 07:30;1040;-2,75;78;17,5
09.01.2022 07:45;1045;-2,7;78;21
09.01.2022 08:00;1045;-2,55;77,5;21
09.01.2022 08:15;1025;-2,4;77;21
09.01.2022 08:30;1040;-2,3;77;25
09.01.2022 08:45;1040;-2,2;77;29
09.01.2022 09:00;1040;-2,05;77;36
09.01.2022 09:15;1045;-1,9;77;43
09.01.2022 09:30;1040;-1,75;77,5;50
09.01.2022 09:45;1045;-1,6;78;57
09.01.2022 10:00;1035;-1,35;76,5;64,5
09.01.2022 10:15;1045;-1,1;75;72
09.01.2022 10:30;1035;-1,1;75,5;89,5
09.01.2022 10:45;1035;-1,1;76;107
09.01.2022 11:00;1045;-0,95;75,5;132,5
09.01.2022 11:15;1045;-0,8;75;158
09.01.2022 11:30;1050;-0,4;73,5;129
09.01.2022 11:45;1035;0;72;100
09.01.2022 12:00;1045;0,2;70,5;93
09.01.2022 12:15;1035;0,4;69;86
09.01.2022 12:30;1030;0,55;68,5;129
09.01.2022 12:45;1040;0,7;68;172
09.01.2022 13:00;1040;1,1;67;197
09.01.2022 13:15;1055;1,5;66;222
09.01.2022 13:30;1050;1,65;66,5;147
09.01.2022 13:45;1055;1,8;67;72
09.01.2022 14:00;1045;1,8;68;46,5
09.01.2022 14:15;1050;1,8;69;21
09.01.2022 14:30;1040;1,9;70,5;28,5
09.01.2022 14:45;1035;2;72;36
09.01.2022 15:00;1040;1,75;73;25
09.01.2022 15:15;1045;1,5;74;14
09.01.2022 15:30;1050;1,35;74,5;7
09.01.2022 15:45;1055;1,2;75;0
09.01.2022 16:00;1055;1,2;75,5;0
09.01.2022 16:15;1050;1,2;76;0
09.01.2022 16:30;1045;1;76;0
09.01.2022 16:45;1045;0,8;76;0
09.01.2022 17:00;1045;0,95;75,5;0
09.01.2022 17:15;1055;1,1;75;0
09.01.2022 17:30;1055;1,2;75;0
09.01.2022 17:45;1060;1,3;75;0
09.01.2022 18:00;1055;1,4;75;0
09.01.2022 18:15;1055;1,5;75;0
09.01.2022 18:30;1060;1,5;74,5;0
09.01.2022 18:45;1060;1,5;74;0
09.01.2022 19:00;1075;1,5;74;0
09.01.2022 19:15;1075;1,5;74;0
09.01.2022 19:30;1075;1,65;74;0
09.01.2022 19:45;1070;1,8;74;0
09.01.2022 20:00;1065;1,85;73,5;0
09.01.2022 20:15;1060;1,9;73;0
09.01.2022 20:30;1050;1,95;73;0
09.01.2022 20:45;1060;2;73;0
09.01.2022 21:00;1065;1,85;73,5;0
09.01.2022 21:15;1065;1,7;74;0
09.01.2022 21:30;1065;1,55;74,5;0
09.01.2022 21:45;1070;1,4;75;0
09.01.2022 22:00;1075;1,35;76;0
09.01.2022 22:15;1075;1,3;77;0
09.01.2022 22:30;1065;1,2;78,5;0
09.01.2022 22:45;1075;1,1;80;0
09.01.2022 23:00;1085;1,3;79,5;0
09.01.2022 23:15;1085;1,5;79;0
09.01.2022 23:30;1070;1,85;78;0
09.01.2022 23:45;1065;2,2;77;0
10.01.2022 00:00;1050;2,45;76,5;0
10.01.2022 00:15;1045;2,7;76;0
10.01.2022 00:30;1040;2,9;75,5;0
10.01.2022 00:45;1040;3,1;75;0
10.01.2022 01:00;1050;2,8;76,5;0
10.01.2022 01:15;1050;2,5;78;0
10.01.2022 01:30;1055;2,35;78,5;0
10.01.2022 01:45;1040;2,2;79;0
10.01.2022 02:00;1045;2,1;79;0
10.01.2022 02:15;1050;2;79;0
10.01.2022 02:30;1060;2,1;79;0
10.01.2022 02:45;1050;2,2;79;0
10.01.2022 03:00;1045;2,3;79;0
10.01.2022 03:15;1040;2,4;79;0
10.01.2022 03:30;1040;2,6;78,5;0
10.01.2022 03:45;1040;2,8;78;0
10.01.2022 04:00;1050;2,55;78,5;0
10.01.2022 04:15;1050;2,3;79;0
10.01.2022 04:30;1050;2,4;80;0
10.01.2022 04:45;1055;2,5;81;0
10.01.2022 05:00;1045;3,15;78,5;0
10.01.2022 05:15;1045;3,8;76;0
10.01.2022 05:30;1050;3,7;77;0
10.01.2022 05:45;1060;3,6;78;0
10.01.2022 06:00;1065;3,6;77,5;0
10.01.2022 06:15;1085;3,6;77;0
10.01.2022 06:30;1070;3,6;77;0
10.01.2022 06:45;1080;3,6;77;0
10.01.2022 07:00;1090;3,8;75;0
10.01.2022 07:15;1110;4;73;0
10.01.2022 07:30;1125;4,05;72,5;0
10.01.2022 07:45;1115;4,1;72;0
10.01.2022 08:00;1115;4;74,5;3,5
10.01.2022 08:15;1120;3,9;77;7
10.01.2022 08:30;1110;3,7;78;10,5
10.01.2022 08:45;1120;3,5;79;14
10.01.2022 09:00;1120;3,5;80;17,5
10.01.2022 09:15;1140;3,5;81;21
10.01.2022 09:30;1140;3,6;81;21
10.01.2022 09:45;1145;3,7;81;21
10.01.2022 10:00;1155;3,6;81;42,5
10.01.2022 10:15;1140;3,5;81;64
10.01.2022 10:30;1140;3,6;80,5;64
10.01.2022 10:45;1140;3,7;80;64
10.01.2022 11:00;1155;3,75;80;53,5
10.01.2022 11:15;1150;3,8;80;43
10.01.2022 11:30;1140;3,8;80;53,5
10.01.2022 11:45;1150;3,8;80;64
10.01.2022 12:00;1125;3,75;81,5;68
10.01.2022 12:15;1130;3,7;83;72
10.01.2022 12:30;1125;3,75;82;72
10.01.2022 12:45;1130;3,8;81;72
10.01.2022 13:00;1120;3,85;80,5;72
10.01.2022 13:15;1135;3,9;80;72
10.01.2022 13:30;1125;4,05;79;57,5
10.01.2022 13:45;1125;4,2;78;43
10.01.2022 14:00;1105;4,2;76,5;64,5
10.01.2022 14:15;1115;4,2;75;86
10.01.2022 14:30;1125;4,2;75;68
10.01.2022 14:45;1120;4,2;75;50
10.01.2022 15:00;1115;4,2;74,5;35,5
10.01.2022 15:15;1115;4,2;74;21
10.01.2022 15:30;1145;4,1;74,5;10,5
10.01.2022 15:45;1160;4;75;0
10.01.2022 16:00;1200;3,95;75;0
10.01.2022 16:15;1235;3,9;75;0
10.01.2022 16:30;1265;3,85;74,5;0
10.01.2022 16:45;1265;3,8;74;0
10.01.2022 17:00;1270;3,8;73;0
10.01.2022 17:15;1275;3,8;72;0
10.01.2022 17:30;1260;3,65;72,5;0
10.01.2022 17:45;1265;3,5;73;0
10.01.2022 18:00;1260;3,45;72;0
10.01.2022 18:15;1260;3,4;71;0
10.01.2022 18:30;1260;3,3;71,5;0
10.01.2022 18:45;1255;3,2;72;0
10.01.2022 19:00;1250;3,1;71;0
10.01.2022 19:15;1245;3;70;0
10.01.2022 19:30;1245;2,95;69;0
10.01.2022 19:45;1245;2,9;68;0
10.01.2022 20:00;1235;2,8;69;0
10.01.2022 20:15;1210;2,7;70;0
10.01.2022 20:30;1215;2,6;70;0
10.01.2022 20:45;1205;2,5;70;0
10.01.2022 21:00;1205;2,4;70,5;0
10.01.2022 21:15;1210;2,3;71;0
10.01.2022 21:30;1210;2,2;71,5;0
10.01.2022 21:45;1215;2,1;72;0
10.01.2022 22:00;1220;2;72,5;0
10.01.2022 22:15;1220;1,9;73;0
10.01.2022 22:30;1220;1,5;72,5;0
10.01.2022 22:45;1225;1,1;72;0
10.01.2022 23:00;1215;0,8;71;0
10.01.2022 23:15;1225;0,5;70;0
10.01.2022 23:30;1210;0,35;70,5;0
10.01.2022 23:45;1210;0,2;71;0
11.01.2022 00:00;1215;0,2;71;0
11.01.2022 00:15;1205;0,2;71;0
11.01.2022 00:30;1215;0,2;71;0
11.01.2022 00:45;1215;0,2;71;0
11.01.2022 01:00;1210;0,1;71;0
11.01.2022 01:15;1210;0;71;0
11.01.2022 01:30;1205;-0,05;71;0
11.01.2022 01:45;1205;-0,1;71;0
11.01.2022 02:00;1200;-0,15;71;0
11.01.2022 02:15;1210;-0,2;71;0
11.01.2022 02:30;1200;-0,25;70,5;0
11.01.2022 02:45;1190;-0,3;70;0
11.01.2022 03:00;1195;-0,3;69,5;0
11.01.2022 03:15;1195;-0,3;69;0
11.01.2022 03:30;1200;-0,3;69;0
11.01.2022 03:45;1205;-0,3;69;0
11.01.2022 04:00;1205;-0,25;69;0
11.01.2022 04:15;1205;-0,2;69;0
11.01.2022 04:30;1200;-0,15;69;0
11.01.2022 04:45;1200;-0,1;69;0
11.01.2022 05:00;1200;-0,15;68,5;0
11.01.2022 05:15;1195;-0,2;68;0
11.01.2022 05:30;1205;-0,25;68;0
11.01.2022 05:45;1205;-0,3;68;0
11.01.2022 06:00;1210;-0,3;67,5;0
11.01.2022 06:15;1215;-0,3;67;0
11.01.2022 06:30;1210;-0,3;67;0
11.01.2022 06:45;1210;-0,3;67;0
11.01.2022 07:00;1215;-0,35;66;0
11.01.2022 07:15;1215;-0,4;65;0
11.01.2022 07:30;1220;-0,45;65,5;7
11.01.2022 07:45;1230;-0,5;66;14
11.01.2022 08:00;1220;-0,45;65,5;32
11.01.2022 08:15;1220;-0,4;65;50
11.01.2022 08:30;1230;-0,4;65;61
11.01.2022 08:45;1225;-0,4;65;72
11.01.2022 09:00;1245;-0,4;64,5;64,5
11.01.2022 09:15;1255;-0,4;64;57
11.01.2022 09:30;1255;-0,4;64;86
11.01.2022 09:45;1270;-0,4;64;115
11.01.2022 10:00;1265;-0,3;64;129
11.01.2022 10:15;1270;-0,2;64;143
11.01.2022 10:30;1275;-0,1;63,5;207,5
11.01.2022 10:45;1290;0;63;272
11.01.2022 11:00;1290;0,2;62;336,5
11.01.2022 11:15;1275;0,4;61;401
11.01.2022 11:30;1220;0,35;61;394
11.01.2022 11:45;1200;0,3;61;387
11.01.2022 12:00;1240;0,25;61;311,5
11.01.2022 12:15;1250;0,2;61;236
11.01.2022 12:30;1255;0,25;61,5;175,5
11.01.2022 12:45;1260;0,3;62;115
11.01.2022 13:00;1265;0,4;62;161,5
11.01.2022 13:15;1290;0,5;62;208
11.01.2022 13:30;1280;0,55;62;165
11.01.2022 13:45;1275;0,6;62;122
11.01.2022 14:00;1290;0,65;62,5;114,5
11.01.2022 14:15;1285;0,7;63;107
11.01.2022 14:30;1280;0,75;63;93
11.01.2022 14:45;1295;0,8;63;79
11.01.2022 15:00;1275;0,9;62,5;50
11.01.2022 15:15;1275;1;62;21
11.01.2022 15:30;1260;0,9;62,5;10,5
11.01.2022 15:45;1260;0,8;63;0
11.01.2022 16:00;1275;0,7;63,5;0
11.01.2022 16:15;1265;0,6;64;0
11.01.2022 16:30;1265;0,6;64;0
11.01.2022 16:45;1260;0,6;64;0
11.01.2022 17:00;1255;0,55;64;0
11.01.2022 17:15;1225;0,5;64;0
11.01.2022 17:30;1215;0,45;64,5;0
11.01.2022 17:45;1200;0,4;65;0
11.01.2022 18:00;1205;0,3;65;0
11.01.2022 18:15;1200;0,2;65;0
11.01.2022 18:30;1170;0;65,5;0
11.01.2022 18:45;1165;-0,2;66;0
11.01.2022 19:00;1145;-0,25;66;0
11.01.2022 19:15;1135;-0,3;66;0
11.01.2022 19:30;1120;-0,45;67;0
11.01.2022 19:45;1125;-0,6;68;0
11.01.2022 20:00;1115;-0,7;68;0
11.01.2022 20:15;1125;-0,8;68;0
11.01.2022 20:30;1090;-0,9;68;0
11.01.2022 20:45;1085;-1;68;0
11.01.2022 21:00;1075;-1,15;68,5;0
11.01.2022 21:15;1095;-1,3;69;0
11.01.2022 21:30;1105;-1,35;69,5;0
11.01.2022 21:45;1110;-1,4;70;0
11.01.2022 22:00;1075;-1,5;70;0
11.01.2022 22:15;1085;-1,6;70;0
11.01.2022 22:30;1065;-1,6;70;0
11.01.2022 22:45;1060;-1,6;70;0
11.01.2022 23:00;1050;-1,6;70;0
11.01.2022 23:15;1050;-1,6;70;0
11.01.2022 23:30;1050;-1,65;69,5;0
11.01.2022 23:45;1060;-1,7;69;0
12.01.2022 00:00;1045;-1,75;69,5;0
12.01.2022 00:15;1050;-1,8;70;0
12.01.2022 00:30;1055;-1,85;70;0
12.01.2022 00:45;1035;-1,9;70;0
12.01.2022 01:00;1030;-1,9;70;0
12.01.2022 01:15;1030;-1,9;70;0
12.01.2022 01:30;1040;-2,05;70,5;0
12.01.2022 01:45;1030;-2,2;71;0
12.01.2022 02:00;1030;-2,25;71;0
12.01.2022 02:15;1030;-2,3;71;0
12.01.2022 02:30;1025;-2,45;71,5;0
12.01.2022 02:45;1025;-2,6;72;0
12.01.2022 03:00;1055;-2,75;72,5;0
12.01.2022 03:15;1085;-2,9;73;0
12.01.2022 03:30;1080;-2,9;73;0
12.01.2022 03:45;1090;-2,9;73;0
12.01.2022 04:00;1025;-3,1;74;0
12.01.2022 04:15;1005;-3,3;75;0
12.01.2022 04:30;1005;-3,5;75,5;0
12.01.2022 04:45;1000;-3,7;76;0
12.01.2022 05:00;1005;-3,8;76;0
12.01.2022 05:15;1010;-3,9;76;0
12.01.2022 05:30;1010;-4,1;77;0
12.01.2022 05:45;1015;-4,3;78;0
12.01.2022 06:00;1005;-4,2;77,5;0
12.01.2022 06:15;1005;-4,1;77;0
12.01.2022 06:30;1020;-3,95;77;0
12.01.2022 06:45;1055;-3,8;77;0
12.01.2022 07:00;1065;-3,7;76,5;7
12.01.2022 07:15;1070;-3,6;76;14
12.01.2022 07:30;1075;-3,35;75;25
12.01.2022 07:45;1070;-3,1;74;36
12.01.2022 08:00;1070;-3,05;73,5;39,5
12.01.2022 08:15;1065;-3;73;43
12.01.2022 08:30;1080;-2,95;73;50
12.01.2022 08:45;1090;-2,9;73;57
12.01.2022 09:00;1090;-2,9;72,5;64,5
12.01.2022 09:15;1095;-2,9;72;72
12.01.2022 09:30;1090;-2,95;71,5;79
12.01.2022 09:45;1095;-3;71;86
12.01.2022 10:00;1085;-2,85;71;86
12.01.2022 10:15;1085;-2,7;71;86
12.01.2022 10:30;1085;-2,55;71;86
12.01.2022 10:45;1105;-2,4;71;86
12.01.2022 11:00;1145;-2,35;71;100,5
12.01.2022 11:15;1165;-2,3;71;115
12.01.2022 11:30;1160;-2,2;70;140
12.01.2022 11:45;1155;-2,1;69;165
12.01.2022 12:00;1150;-2,05;69;183
12.01.2022 12:15;1150;-2;69;201
12.01.2022 12:30;1170;-1,7;68,5;211,5
12.01.2022 12:45;1165;-1,4;68;222
12.01.2022 13:00;1160;-1,25;67,5;218,5
12.01.2022 13:15;1160;-1,1;67;215
12.01.2022 13:30;1160;-1;67,5;154
12.01.2022 13:45;1180;-0,9;68;93
12.01.2022 14:00;1170;-0,75;67,5;125,5
12.01.2022 14:15;1190;-0,6;67;158
12.01.2022 14:30;1195;-0,5;66,5;129
12.01.2022 14:45;1190;-0,4;66;100
12.01.2022 15:00;1180;-0,4;66;68
12.01.2022 15:15;1185;-0,4;66;36
12.01.2022 15:30;1185;-0,35;66;18
12.01.2022 15:45;1175;-0,3;66;0
12.01.2022 16:00;1180;-0,3;66,5;0
12.01.2022 16:15;1175;-0,3;67;0
12.01.2022 16:30;1190;-0,3;67;0
12.01.2022 16:45;1190;-0,3;67;0
12.01.2022 17:00;1195;-0,3;66,5;0
12.01.2022 17:15;1200;-0,3;66;0
12.01.2022 17:30;1200;-0,3;65,5;0
12.01.2022 17:45;1210;-0,3;65;0
12.01.2022 18:00;1210;-0,3;65;0
12.01.2022 18:15;1220;-0,3;65;0
12.01.2022 18:30;1210;-0,35;65;0
12.01.2022 18:45;1205;-0,4;65;0
12.01.2022 19:00;1190;-0,4;67;0
12.01.2022 19:15;1180;-0,4;69;0
12.01.2022 19:30;1185;-0,35;69,5;0
12.01.2022 19:45;1180;-0,3;70;0
12.01.2022 20:00;1170;-0,2;70;0
12.01.2022 20:15;1165;-0,1;70;0
12.01.2022 20:30;1160;0,05;70;0
12.01.2022 20:45;1155;0,2;70;0
12.01.2022 21:00;1150;0,25;69,5;0
12.01.2022 21:15;1140;0,3;69;0
12.01.2022 21:30;1120;0,2;69,5;0
12.01.2022 21:45;1100;0,1;70;0
12.01.2022 22:00;1100;0,1;70,5;0
12.01.2022 22:15;1105;0,1;71;0
12.01.2022 22:30;1105;0,2;70,5;0
12.01.2022 22:45;1100;0,3;70;0
12.01.2022 23:00;1100;0,45;69,5;0
12.01.2022 23:15;1085;0,6;69;0
12.01.2022 23:30;1080;0,65;69;0
12.01.2022 23:45;1070;0,7;69;0
13.01.2022 00:00;1075;0,6;69,5;0
13.01.2022 00:15;1080;0,5;70;0
13.01.2022 00:30;1070;0,4;70;0
13.01.2022 00:45;1075;0,3;70;0
13.01.2022 01:00;1070;0,2;70;0
13.01.2022 01:15;1070;0,1;70;0
13.01.2022 01:30;1070;0,15;70;0
13.01.2022 01:45;1060;0,2;70;0
13.01.2022 02:00;1060;0,2;70;0
13.01.2022 02:15;1065;0,2;70;0
13.01.2022 02:30;1075;0,15;70;0
13.01.2022 02:45;1065;0,1;70;0
13.01.2022 03:00;1070;0,15;70;0
13.01.2022 03:15;1070;0,2;70;0
13.01.2022 03:30;1060;0,25;70;0
13.01.2022 03:45;1055;0,3;70;0
13.01.2022 04:00;1070;0,35;69,5;0
13.01.2022 04:15;1070;0,4;69;0
13.01.2022 04:30;1060;0,5;68,5;0
13.01.2022 04:45;1055;0,6;68;0
13.01.2022 05:00;1050;0,6;68;0
13.01.2022 05:15;1050;0,6;68;0
13.01.2022 05:30;1055;0,55;68;0
13.01.2022 05:45;1055;0,5;68;0
13.01.2022 06:00;1065;0,45;68,5;0
13.01.2022 06:15;1065;0,4;69;0
13.01.2022 06:30;1065;0,4;69;0
13.01.2022 06:45;1070;0,4;69;0
13.01.2022 07:00;1065;0,5;69;3,5
13.01.2022 07:15;1055;0,6;69;7
13.01.2022 07:30;1070;0,65;69;14
13.01.2022 07:45;1075;0,7;69;21
13.01.2022 08:00;1080;0,65;69;42,5
13.01.2022 08:15;1090;0,6;69;64
13.01.2022 08:30;1085;0,5;69;100
13.01.2022 08:45;1085;0,4;69;136
13.01.2022 09:00;1095;0,75;67,5;197
13.01.2022 09:15;1095;1,1;66;258
13.01.2022 09:30;1090;1,45;64;272,5
13.01.2022 09:45;1090;1,8;62;287
13.01.2022 10:00;1090;2,2;60,5;312
13.01.2022 10:15;1095;2,6;59;337
13.01.2022 10:30;1095;2,85;58;337
13.01.2022 10:45;1115;3,1;57;337
13.01.2022 11:00;1105;3,2;57;337
13.01.2022 11:15;1105;3,3;57;337
13.01.2022 11:30;1080;3,5;56,5;294
13.01.2022 11:45;1080;3,7;56;251
13.01.2022 12:00;1090;4,05;55;304,5
13.01.2022 12:15;1110;4,4;54;358
13.01.2022 12:30;1095;4,5;54,5;250,5
13.01.2022 12:45;1085;4,6;55;143
13.01.2022 13:00;1090;4,75;54,5;157,5
13.01.2022 13:15;1100;4,9;54;172
13.01.2022 13:30;1090;5;54;150,5
13.01.2022 13:45;1075;5,1;54;129
13.01.2022 14:00;1070;5,2;54;100,5
13.01.2022 14:15;1095;5,3;54;72
13.01.2022 14:30;1085;5,25;54,5;68
13.01.2022 14:45;1100;5,2;55;64
13.01.2022 15:00;1125;5,15;55,5;50
13.01.2022 15:15;1110;5,1;56;36
13.01.2022 15:30;1110;5,1;56,5;18
13.01.2022 15:45;1130;5,1;57;0
13.01.2022 16:00;1155;5,05;57,5;0
13.01.2022 16:15;1190;5;58;0
13.01.2022 16:30;1195;5,1;57,5;0
13.01.2022 16:45;1200;5,2;57;0
13.01.2022 17:00;1205;5,35;56,5;0
13.01.2022 17:15;1205;5,5;56;0
13.01.2022 17:30;1210;5,45;56;0
13.01.2022 17:45;1195;5,4;56;0
13.01.2022 18:00;1200;5,45;55;0
13.01.2022 18:15;1180;5,5;54;0
13.01.2022 18:30;1175;5,6;54;0
13.01.2022 18:45;1165;5,7;54;0
13.01.2022 19:00;1165;5,7;52;0
13.01.2022 19:15;1160;5,7;50;0
